City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
337,hammerfest,70.6634,23.6821,274.4,60,75,2.57,NO,1732752841
338,leava,-14.3,-178.1667,300.89,77,90,5.17,WF,1732752843
339,biloela,-24.4167,150.5,301.7,57,69,2.51,AU,1732752845
340,deogarh,21.5333,84.7333,287.26,63,98,1.11,IN,1732752848
341,balaipungut,1.05,101.2833,296.56,94,100,0.29,ID,1732752850
342,queenstown,-31.8976,26.8753,284.69,73,42,5.53,ZA,1732752852
343,isla vista,34.4133,-119.861,291.94,76,30,1.65,US,1732752854
344,kermanshah,34.3142,47.065,272.65,69,0,3.09,IR,1732752856
345,pyapon,16.2833,95.6833,295.42,92,95,3.0,MM,1732752858
346,ingeniero jacobacci,-41.3427,-69.5448,285.43,33,83,3.33,AR,1732752860
347,rio grande,-32.035,-52.0986,293.4,94,100,11.21,BR,1732752862
348,thayetmyo,19.3167,95.1833,293.4,84,95,2.02,MM,1732752865
349,colares,38.7992,-9.4469,286.42,74,42,5.93,PT,1732752867
350,xai-xai,-25.0519,33.6442,296.3,92,100,8.28,MZ,1732752869
351,vilyuysk,63.7553,121.6247,255.15,97,97,2.61,RU,1732752872
352,urangan,-25.3,152.9,299.14,75,30,1.73,AU,1732752874
353,sariwon,38.5072,125.7558,268.32,94,96,0.31,KP,1732752876
354,coquimbo,-29.9533,-71.3436,288.7,70,0,4.12,CL,1732752797
355,maloye ganyushkino,46.6,49.2667,277.85,78,100,6.09,KZ,1732752880
356,tobelo,1.7284,128.0095,301.77,79,73,1.48,ID,1732752882
357,novyy urgal,51.0736,132.5642,266.29,85,100,1.54,RU,1732752885
358,mangrol,21.1167,70.1167,295.72,42,0,4.89,IN,1732752887
359,naldurg,17.8167,76.3,288.92,53,84,4.88,IN,1732752717
360,minbu,20.1833,94.8833,294.41,77,96,2.23,MM,1732752891
361,tondano,1.3038,124.9112,298.2,75,41,0.38,ID,1732752893
362,thunder bay,48.4001,-89.3168,268.4,76,52,4.25,CA,1732752819
363,makurazaki,31.2667,130.3167,287.23,61,98,10.74,JP,1732752828
364,tromso,69.6496,18.957,276.16,60,40,7.72,NO,1732752899
